"","species","chemical","frequency","pmid"
"391","Epilobium angustifolium","ga",2,"34200927, 33435259"
"392","Epilobium angustifolium","n",6,"31576794, 11205536, 28307239"
"393","Epilobium angustifolium","nitrogen",9,"27522412, 23573298, 11205536, 28307239"
"394","Epilobium angustifolium","oxygen",1,"19846877"
"395","Epilobium angustifolium","co",1,"11205536"
"396","Epilobium angustifolium","cd",2,"11205536"
"397","Epilobium angustifolium","zn",2,"11205536"
"398","Epilobium angustifolium","al",1,"11205536"
"399","Epilobium angustifolium","pb",1,"11205536"
"400","Epilobium angustifolium","cu",1,"11205536"
"401","Equisetum arvense","silver",5,"37273097, 32993988"
"402","Equisetum arvense","calcium",9,"37129736, 31363396, 27298503, 18666620, 12875242"
"403","Equisetum arvense","oxygen",3,"37129736, 17583488, 12723352"
"404","Equisetum arvense","w",1,"35883882"
"405","Equisetum arvense","mg",6,"35883882, 18666620"
"406","Equisetum arvense","si",27,"35883882, 34706374, 34389753, 29544807, 27344403, 26790464, 26358066, 22712876, 21813258, 19879606"
"407","Equisetum arvense","p",2,"35883882, 26790464"
"408","Equisetum arvense","chromium",2,"35710023"
"409","Equisetum arvense","silicon",32,"35710023, 34706374, 34389753, 36132780, 31459924, 27908429, 27344403, 22712876, 21813258, 18505506, 183227, 164678"
"410","Equisetum arvense","cr",2,"35710023, 27933496"
"411","Equisetum arvense","n",6,"35696910, 27298503, 26790464"
"412","Equisetum arvense","carbon",2,"35145178"
"413","Equisetum arvense","phosphorus",2,"31363396"
"414","Equisetum arvense","au",11,"30501784"
"415","Equisetum arvense","fe",9,"29744234, 25265817, 18666620, 15283130"
"416","Equisetum arvense","zn",7,"29744234, 26358066, 25265817"
"417","Equisetum arvense","cu",13,"29744234, 25265817, 18666620, 17949872, 15283130"
"418","Equisetum arvense","se",5,"29744234, 25265817"
"419","Equisetum arvense","pb",9,"29064437, 17949872"
"420","Equisetum arvense","cd",6,"29064437, 26358066"
"421","Equisetum arvense","hg",1,"29064437"
"422","Equisetum arvense","pd",2,"27933496"
"423","Equisetum arvense","palladium",1,"27933496"
"424","Equisetum arvense","nitrogen",1,"26790464"
"425","Equisetum arvense","sb",5,"26358066, 17949872"
"426","Equisetum arvense","as",5,"26358066"
"427","Equisetum arvense","potassium",2,"25588954, 12875242"
"428","Equisetum arvense","cs",8,"25588954"
"429","Equisetum arvense","co",1,"25265817"
"430","Equisetum arvense","sn",1,"25265817"
"431","Equisetum arvense","al",1,"25265817"
"432","Equisetum arvense","rh",1,"27193283"
"433","Equisetum arvense","hydrogen",1,"22332324"
"434","Equisetum arvense","magnesium",1,"18666620"
"435","Equisetum arvense","iron",2,"18666620"
"436","Equisetum arvense","copper",1,"18666620"
"437","Equisetum fluviatile","nitrogen",1,"32640154"
"438","Equisetum fluviatile","sodium",3,"17804183, 4094471"
"439","Equisetum fluviatile","potassium",2,"4094471, 28311741"
"440","Equisetum fluviatile","calcium",1,"28311741"
"441","Equisetum fluviatile","magnesium",1,"28311741"
"442","Equisetum fluviatile","phosphorus",1,"28311741"
"443","Equisetum pratense","silver",4,"34885906"
"444","Equisetum pratense","es",1,"34885906"
"445","Equisetum scirpoides","pa",1,"34067613"
"446","Eriophorum vaginatum","carbon",50,"37115765, 33805021, 30883787, 30602224, 30556313, 28675586, 28275945, 28263375, 28208232, 26747269, 26718892, 26236896, 25687830, 24677488, 32480989, 23762503, 23278298, 22984095, 17479763, 16167147, 15032843, 28308307, 21684941, 28307298, 28307809, 27759275, 28312373"
"447","Eriophorum vaginatum","nitrogen",64,"35013975, 33662154, 33362815, 30556313, 29304502, 29098420, 28675586, 28653471, 26747269, 26718892, 26257870, 32480989, 24052332, 23928888, 23236451, 22984095, 22903550, 18430005, 17479763, 16167147, 33862923, 27759275, 15092044, 28312628, 28309698"
"448","Eriophorum vaginatum","n",99,"33662154, 33362815, 29304502, 28675586, 26718892, 26257870, 26236896, 24052332, 23928888, 23236451, 22984095, 22903550, 18430005, 17479763, 16167147, 28307757, 33862923, 28312373, 28311036"
"449","Eriophorum vaginatum","phosphorus",16,"29304502, 29098420, 28653471, 22984095, 18430005, 33874176, 28312049, 28309698"
"450","Eriophorum vaginatum","p",11,"29304502, 22984095, 33874176, 28312373, 28311036"
"451","Eriophorum vaginatum","potassium",1,"22903550"
"452","Eriophorum vaginatum","cs",15,"19889484"
"453","Eriophorum vaginatum","rb",5,"19889484"
"454","Eriophorum vaginatum","sulfur",2,"17479763"
"455","Eriophorum vaginatum","co",1,"13680347"
"456","Eriophorum vaginatum","mg",2,"28312373, 28311036"
"457","Evernia mesomorpha","carbon",3,"36462151, 29578296"
"458","Evernia mesomorpha","mg",12,"35921926, 19151928, 12670759"
"459","Evernia mesomorpha","p",9,"35921926, 12670759"
"460","Evernia mesomorpha","chromium",1,"35218420"
"461","Evernia mesomorpha","cr",2,"35218420, 12670759"
"462","Evernia mesomorpha","nickel",1,"35218420"
"463","Evernia mesomorpha","copper",1,"35218420"
"464","Evernia mesomorpha","cu",8,"35218420, 19151928, 12670759"
"465","Evernia mesomorpha","iron",1,"35218420"
"466","Evernia mesomorpha","fe",5,"35218420, 19151928, 12670759"
"467","Evernia mesomorpha","aluminum",1,"35218420"
"468","Evernia mesomorpha","al",3,"35218420, 12670759"
"469","Evernia mesomorpha","titanium",1,"35218420"
"470","Evernia mesomorpha","ti",1,"35218420"
"471","Evernia mesomorpha","vanadium",1,"35218420"
"472","Evernia mesomorpha","nitrogen",5,"33755795, 33136233, 28633065"
"473","Evernia mesomorpha","sulfur",4,"33755795, 33136233, 28633065"
"474","Evernia mesomorpha","n",23,"33755795, 33136233, 28633065, 27766859"
"475","Evernia mesomorpha","s",3,"33136233, 12670759"
"476","Evernia mesomorpha","pb",5,"28633065, 12670759"
"477","Evernia mesomorpha","zn",2,"19151928, 12670759"
"478","Evernia mesomorpha","cd",3,"12670759"
"479","Festuca alpina","carbon",1,"31571041"
"480","Festuca altaica","nitrogen",4,"23573298"
"481","Flavocetraria cucullata","al",1,"18689728"
"482","Flavocetraria cucullata","cr",1,"18689728"
"483","Flavocetraria cucullata","cu",1,"18689728"
"484","Flavocetraria cucullata","fe",1,"18689728"
"485","Flavocetraria cucullata","s",2,"18689728, 12826418"
"486","Flavocetraria cucullata","n",3,"12826418"
"487","Flavocetraria nivalis","pb",24,"23832185, 23211325, 21782214"
"488","Flavocetraria nivalis","zn",24,"23832185, 23211325, 21782214"
"489","Flavocetraria nivalis","cd",13,"23832185, 23211325"
"490","Flavocetraria nivalis","cadmium",2,"23832185, 23211325"
"491","Flavocetraria nivalis","nickel",1,"23315154"
"492","Flavocetraria nivalis","chromium",1,"23315154"
"493","Flavocetraria nivalis","cr",3,"23315154, 18689728"
"494","Flavocetraria nivalis","iron",1,"23315154"
"495","Flavocetraria nivalis","fe",2,"23315154, 18689728"
"496","Flavocetraria nivalis","cobalt",1,"23315154"
"497","Flavocetraria nivalis","co",1,"23315154"
"498","Flavocetraria nivalis","al",1,"18689728"
"499","Flavocetraria nivalis","cu",1,"18689728"
"500","Flavocetraria nivalis","s",1,"18689728"
"501","Fragaria virginiana","nitrogen",1,"21352233"
"502","Fragaria virginiana","n",1,"21352233"
"503","Fragaria virginiana","carbon",5,"28311374, 16662610"
"504","Gymnocarpium dryopteris","nitrogen",2,"28307239"
"505","Gymnocarpium dryopteris","n",4,"28307239"
"506","Hieracium spp.","n",2,"21616816"
"507","Juncus spp.","ba",1,"17898907"
"508","Juncus spp.","nitrogen",1,"17898907"
"509","Kalmia polifolia","nitrogen",2,"30668859"
"510","Larix laricina","carbon",16,"34077546, 32181545, 29741658, 22539635, 19352720, 16356906"
"511","Larix laricina","hydrogen",9,"31017711, 19352720"
"512","Larix laricina","oxygen",4,"31017711, 27773798, 22738296, 17333427"
"513","Larix laricina","nitrogen",6,"30668859, 12651406, 11498339, 2762797"
"514","Larix laricina","te",2,"27773798"
"515","Larix laricina","c",1,"17479762"
"516","Larix laricina","n",2,"17479762, 2762797"
"517","Larix laricina","ga",3,"14965929"
"518","Larix laricina","copper",1,"7859710"
"519","Larix laricina","p",1,"2762797"
"520","Larix laricina","mg",1,"2762797"
"521","Larix laricina","phosphorus",1,"2762797"
"522","Larix laricina","potassium",1,"2762797"
"523","Larix laricina","calcium",1,"2762797"
"524","Larix laricina","magnesium",1,"2762797"
"525","Ledum groenlandicum","nitrogen",2,"21544572, 17156957"
"526","Ledum groenlandicum","n",12,"21544572"
"527","Ledum groenlandicum","mg",1,"21544572"
"528","Ledum groenlandicum","pb",4,"12297090"
"529","Ledum groenlandicum","zn",4,"12297090"
"530","Ledum groenlandicum","copper",2,"12297090"
"531","Ledum groenlandicum","cu",1,"12297090"
"532","Ledum groenlandicum","iron",1,"12297090"
"533","Ledum groenlandicum","fe",2,"12297090"
"534","Ledum groenlandicum","cadmium",1,"12297090"
"535","Ledum groenlandicum","cd",3,"12297090"
"536","Lycopodium annotinum","c",2,"27523094"
"537","Lycopodium annotinum","hydrogen",1,"19939421"
"538","Lycopodium clavatum","nitrogen",3,"31082202, 26602987, 22609599"
"539","Lycopodium clavatum","phosphorus",2,"27866182, 23622263"
"540","Lycopodium clavatum","co",1,"27211326"
"541","Lycopodium clavatum","al",4,"24676168"
"542","Lycopodium clavatum","iron",5,"32261613"
"543","Lycopodium clavatum","oxygen",3,"24139463, 22609599, 19786013"
"544","Lycopodium dendroideum","nitrogen",1,"26602987"
"545","Maianthemum canadense","mg",3,"36401903"
"546","Maianthemum canadense","cu",1,"36401903"
"547","Maianthemum canadense","fe",2,"36401903"
"548","Maianthemum canadense","zn",1,"36401903"
"549","Maianthemum canadense","al",1,"36401903"
"550","Maianthemum canadense","nitrogen",3,"36099949, 28312991"
"551","Maianthemum canadense","n",12,"36099949"
"552","Maianthemum canadense","carbon",4,"26451035, 21622462"
"553","Mertensia paniculata","nitrogen",4,"23573298"
"554","Moss","co",86,"37802612, 37714364, 37540017, 37330186, 37020065, 36987054, 36743393, 36673881, 36648416, 36504303, 36477695, 36385037, 36374271, 36228845, 36119992, 36108862, 35755352, 35207909, 34359117, 34352633, 33801412, 33755741, 33187837, 33137994, 32969493, 32752086, 32599729, 32343132, 31855645, 31720768, 31667628, 31627425, 31604200, 30877490, 30206646, 29844273, 29783114, 29621677, 29460250, 29407732, 28482319, 27911670, 27889805, 26026488, 25647494, 25647488"
"555","Moss","oxygen",367,"37801184, 37774023, 37717031, 37706231, 37696295, 37648248, 37606633, 37575924, 37534775, 37520567, 37487152, 37486175, 37348524, 37346926, 37326646, 37290439, 37233615, 37150886, 37088876, 37060915, 37026721, 37021664, 36993562, 36982895, 36908108, 36759130, 36749024, 36662849, 36650210, 36576877, 36573145, 36531182, 36497109, 36455665, 36433578, 36416176, 36271651, 36264468, 36156237, 36091448, 35911378, 35816305, 35775330, 35680281, 35660139, 35133693, 35039489, 34962768, 34731026, 34652290, 34485828, 34412043, 34409768, 34292705, 34140222, 34133736, 34131642, 34121458, 34097498, 34080253, 34035327, 34014644, 34012480, 33933206, 33839830, 33721276, 33710938, 33661521, 33562301, 33552125, 33356051, 33311534, 33208731, 33186706, 33165621, 33113010, 33044779, 32899677, 32848179, 32824335, 32804277, 32678530, 32498373, 32367526, 32288071, 32153086, 32111035, 32098880, 32050358, 32035893, 31793432, 31773446, 31748256, 31663329, 31634107, 31573398, 31533071, 31433959, 31268144, 31125815, 31112383, 31078712, 31007997, 30873147, 30725091, 32256548, 30559756, 30485334, 30464024, 30452390, 30429327, 30410874, 30382807, 30353818, 30318972, 30100059, 29992239, 29951048, 29889237, 29853444, 29773686, 29740053, 29730829, 29615671, 29523157, 29491023, 29488352, 29448561, 29301986, 29118720, 29118322, 29105928, 29087741, 29057322, 28784710, 28784707, 28780675, 28744295, 28682951, 28644828, 28167807, 27894709, 27829093, 27826293, 27783918, 27741462, 27587295, 27572095, 27401012, 27293784, 27192934, 27067052, 27064928, 27003701, 26860699, 26836924, 26770257, 26740073, 32355451, 26653189, 26230704, 26185620, 26029168, 25948702, 25922189, 25848849, 25840602, 25664931, 25641172, 25265452, 25089878, 24948831, 24631264, 24554294, 24552980, 24014548"
"556","Moss","mercury",188,"37788478, 37778492, 37714364, 37537866, 37516180, 37331556, 36996077, 36987054, 36905846, 36870262, 35668141, 34365160, 34343756, 33666755, 33420571, 32783819, 32510932, 32084500, 32050358, 31589028, 31376600, 31125815, 31079304, 30743942, 30443660, 29763861, 29621677, 29571410, 29401398, 29132209, 28672237, 28420186, 28363177, 28262360, 27501421, 27142761, 27102272, 27067833, 26849121, 26449260, 25965073, 25936419, 25703579, 25608727, 25548023, 25038270, 24852494, 24823685, 24733436, 24690922, 24554294, 24530187, 24332791"
"557","Moss","hg",86,"37778492, 37714364, 37537866, 37516180, 37331556, 37330186, 37088876, 36987054, 36905846, 36870262, 36681961, 36529391, 36228845, 35623510, 34061304, 33584775, 33137994, 32084500, 32014777, 31855645, 31079304, 30805682, 30027373, 29783114, 29621677, 29460250, 29426166, 29407732, 29399741, 28420186, 28262376, 28214193, 27911670, 27501421, 27269992, 26479914, 26336845, 26213134, 26036418, 25982820, 24554294"
"558","Moss","hydrogen",41,"37774023, 37424239, 37376839, 37368981, 36340147, 36074912, 34014644, 33899420, 33510258, 33432143, 32827815, 32662153, 32246470, 31265274, 31184345, 35542530, 28780675, 28749584, 28696652, 28558648, 28467673, 27401012, 27058130, 25734970, 25410814, 25265452, 24582745"
"559","Moss","carbon",634,"37774023, 37679424, 37659723, 37645295, 37632540, 37600962, 37598496, 37575924, 37346926, 37325720, 37322054, 37276808, 37234525, 37198446, 37186018, 37170071, 37147551, 37117900, 37108892, 37105477, 37087649, 37087189, 37034114, 37021664, 37011135, 37007529, 36999440, 36950359, 36947518, 36932861, 36871069, 36806306, 36770067, 36749024, 36747050, 36671750, 36637146, 36590166, 36585918, 36552282, 36535417, 36455665, 36433578, 36380264, 36336060, 36326287, 36271605, 36248262, 36225383, 36091461, 36084146, 36074912, 36074302, 36052786, 36052781, 36052780, 36052778, 36052777, 36036504, 36030861, 35900846, 35865754, 35865105, 35864173, 35852333, 35834409, 35818018, 35807635, 35772563, 35728619, 35595966, 35553672, 35533858, 35500709, 35444263, 35364612, 35342552, 35308403, 35266150, 35042415, 34898127, 34887000, 34868167, 34845335, 34816560, 34774628, 34731304, 34731026, 34719786, 34690397, 34597735, 34533274, 34525688, 34518908, 34456015, 34425448, 34418592, 34403639, 34380267, 34308502, 36267144, 34270570, 34191821, 34030315, 33927222, 33899420, 33862357, 33838368, 33798876, 33776135, 33674432, 33579049, 33568642, 33458818, 33433707, 33385892, 33300724, 33295811, 33049523, 32967624, 32922412, 32849734, 32846007, 32827815, 32814866, 32581283, 32570307, 32464396, 32442768, 32424762, 32351779, 32343132, 32279395, 32202521, 32197290, 32098429, 32090888, 32025087, 31983339, 31957386, 31919469, 31896188, 31887520, 31830917, 31827091, 31802606, 31793432, 31788198, 31757971, 31748607, 31690825, 31689305, 31621153, 31587652, 31555245, 31529498, 31433959, 31418195, 31394340, 31363023, 31327812, 31320727, 31285273, 31158628, 31125815, 31107028, 31007997, 30974357, 30940021, 30924271, 30900793, 30842569, 30652488, 30638493, 30634610, 30619151, 32256548, 30564030, 30559756, 30429327, 30411189, 30376206, 30374091, 30346105, 30297776, 30217851, 30063809, 29987927, 29977488, 29957890, 29946165, 29930337, 29901277, 29893021, 29726239, 29658174, 29633551, 29624606, 29621677, 29594589, 29565980, 29550745, 29488352, 29483638, 29397029, 29353697, 29345034, 29301986, 29263287, 29216467, 29132209, 29111249, 29105928, 28835922, 28824666, 28780675, 28692942, 28644828, 28566698, 28528907, 28514080, 28508058, 28328149, 28300630, 28281687, 28073013, 28038871, 28012660, 27882647, 27857210, 27829138, 27766149, 30128114, 29726147, 27501148, 27410720, 27320725, 27231649, 27226308, 27197394, 27114545, 27110991, 27081764, 27055368, 27003701, 26953597, 26920219, 26880677, 26855070, 32355451, 26719580, 26663484, 26662659, 26579093, 26452333, 26312743, 26105654, 26029168, 26025525, 26016800, 25948702, 25936419, 25930662, 25778549, 25678667, 25632885, 25623290, 25620695, 25608727, 25545349, 25377619, 25336089, 25138174, 25086321, 24967601, 24946606, 24946030, 24823685, 24805374, 24793697, 24751590, 24686091, 24666634, 24634723, 24602847, 24582745, 24515833, 24453845, 24379382, 24345859, 24225886, 24218565, 24196519, 24191681, 24115224, 27007306, 23924032"
"560","Moss","n",841,"37770073, 37761198, 37625051, 37598496, 37330186, 37052714, 36945431, 36899465, 36840309, 36802019, 36747683, 36647345, 36590166, 36585918, 36300568, 36270374, 36215331, 36099949, 36052781, 35859069, 35687087, 35648993, 35601255, 35475181, 35307782, 35252146, 35053284, 34898127, 34731304, 34702930, 34666089, 34628495, 34566900, 34525688, 34494788, 34359117, 34341991, 34319437, 34247067, 34191821, 34089542, 34080051, 33776135, 33741926, 33591241, 33469453, 33391325, 33314828, 33050104, 33049523, 32967624, 32455747, 32416837, 32179300, 32163013, 32078876, 32017783, 31874340, 31840155, 31802606, 31696444, 31599159, 31592315, 31418195, 31394340, 31148286, 30966791, 30933763, 30759623, 30746723, 30731311, 30682735, 30573090, 30377494, 30254224, 30235651, 30027373, 29987927, 29927964, 29898554, 29893021, 29653307, 29477819, 29397029, 29375589, 31402798, 29115143, 29103122, 29050730, 28876195, 28824666, 28822940, 28800136, 28692942, 28605868, 28366003, 28278262, 27883187, 27826827, 27766859, 30128114, 27487447, 27423890, 27391280, 27320725, 29964910, 27197394, 27129308, 27111995, 27085182, 27068915, 27058130, 27038571, 26733289, 26731691, 26519581, 26360231, 26318813, 26259453, 25941721, 25930662, 25885257, 25599914, 25569329, 25529490, 25527195, 25403111, 25227423, 25072772, 25071817, 24907709, 24894911, 24819926, 24631972, 24630254, 24602847, 24477197, 24416125, 25735159, 24379382, 24196519"
"561","Moss","c",47,"37761198, 36907428, 36384069, 36372109, 36074912, 35309457, 34518908, 34319437, 33314828, 33016422, 32827815, 32077277, 31671549, 31418195, 30928888, 32256548, 29987927, 28824666, 28366003, 27769820, 30128114, 25985977, 25941721, 25527195, 24582745"
"562","Moss","iron",130,"37752891, 37717031, 37409826, 37331556, 37298231, 37107873, 36993562, 36770728, 36477695, 36340147, 36074912, 36036504, 35533858, 35125913, 34838356, 34467626, 34426394, 34078607, 33893532, 33755741, 33390600, 33144618, 32598064, 31970212, 31900363, 31748607, 31667628, 31662248, 31402145, 31320727, 30731311, 30637584, 30601593, 29684779, 29621677, 29180374, 29121448, 29096064, 28701387, 28092920, 27826293, 27418237, 26929139, 26729718, 26408120, 26184159, 26125183, 25844962, 25703579, 25178859, 24788924, 24225886"
